,no,song,movie,year,singers,lyricist,composer
1305,1306,Oruraavu ...,Kannur,1997,"KJ Yesudas, KS Chithra",Kaithapram,Raveendran
1306,1307,Aattuthottilil Ninne ...,Poonilaamazha,1997,"KS Chithra, MG Sreekumar",Gireesh Puthenchery,Laxmikant Pyarelal
1307,1308,Thaka thaanka thakidathom ...,Poonilaamazha,1997,KS Chithra,Gireesh Puthenchery,Laxmikant Pyarelal
1308,1309,Mizhineerkkadalo [F] ...,Poonilaamazha,1997,KS Chithra,Gireesh Puthenchery,Laxmikant Pyarelal
1309,1310,Kilunnu Pennin ...,Raajathanthram,1997,"KS Chithra, MG Sreekumar",Gireesh Puthenchery,Berny Ignatius
1310,1311,Kilunnu Pennin [F] ...,Raajathanthram,1997,KS Chithra,Gireesh Puthenchery,Berny Ignatius
1311,1312,Venal ...,Newspaper Boy,1997,KS Chithra,Gireesh Puthenchery,Wilson
1312,1313,Oru Venpiraavu [F] ...,Newspaper Boy,1997,KS Chithra,Gireesh Puthenchery,Wilson
1313,1314,Kulir Peytha Maamazhayil ...,Adivaaram,1997,"KS Chithra, MG Sreekumar",Gireesh Puthenchery,Johnson
1314,1315,Thalayodu ...,Kalyanappittennu,1997,"KS Chithra, Chorus",S Ramesan Nair,Raveendran
1315,1316,Paathiraathennalaay [D] ...,Ullaasapoonkaattu,1997,"KJ Yesudas, KS Chithra",Kaithapram,Berny Ignatius
1316,1317,Paathiraathennalaay ...,Ullaasapoonkaattu,1997,KS Chithra,Kaithapram,Berny Ignatius
1317,1318,Pookkaarippenninoru ...,Ullaasapoonkaattu,1997,"KS Chithra, MG Sreekumar",Kaithapram,Berny Ignatius
1318,1319,Kinnaara Kaakkaathikkiliye ...,Ullaasapoonkaattu,1997,"KS Chithra, Chorus",Kaithapram,Berny Ignatius
1319,1320,Pon Veyilile ...,Oru Yaathraamozhi,1997,"KS Chithra, MG Sreekumar, Chorus",Gireesh Puthenchery,Ilayaraja
1320,1321,Thaimaavin Thanalil ...,Oru Yaathraamozhi,1997,"KS Chithra, MG Sreekumar",Gireesh Puthenchery,Ilayaraja
1321,1322,Shaaron Vaniyile ...,Shibiram,1997,"KS Chithra, MG Sreekumar",George Thomas,SP Venkitesh
1322,1323,Swarnachela ...,Maanikyakkoodaaram,1997,"KS Chithra, MG Sreekumar",Chittoor Gopi,Nisari Ummer
1323,1324,Snehasaandramaay [F] ...,Maanikyakkoodaaram,1997,KS Chithra,Chittoor Gopi,Nisari Ummer
1324,1325,Snehasaandramaay [D] ...,Maanikyakkoodaaram,1997,"KS Chithra, MG Sreekumar",Chittoor Gopi,Nisari Ummer
1325,1326,Maanikya Veena (Thanka Nopurangal) ...,Ancharakkalyaanam,1997,KS Chithra,Gireesh Puthenchery,Wilson
1326,1327,Kanivaaka poove ...,Snehadoothu,1997,KS Chithra,Kaithapram,Mohan Sithara
1327,1328,Anthippoomaanam ...,Snehadoothu,1997,KS Chithra,Kaithapram,Mohan Sithara
1328,1329,Poovittallo ...,Oru Mutham Manimutham,1997,"KS Chithra, MG Sreekumar",ONV Kurup,Raveendran
1329,1330,Omanathinkalurangoo [F] ...,Oru Mutham Manimutham,1997,KS Chithra,ONV Kurup,Raveendran
1330,1331,Poovittallo [F] ...,Oru Mutham Manimutham,1997,"KS Chithra, Chorus",ONV Kurup,Raveendran
1331,1332,Ee Gaanam Kelkkaathe ...,Oru Mutham Manimutham,1997,KS Chithra,ONV Kurup,Raveendran
1332,1333,Manjumalar Kunkumam ...,Gangothri,1997,KS Chithra,Gireesh Puthenchery,SP Venkitesh
1333,1334,Manjumalar Kunkumam ...,Gangothri,1997,"KJ Yesudas, KS Chithra",Gireesh Puthenchery,SP Venkitesh
1334,1335,Chaandni Chaandni ...,Gangothri,1997,"KJ Yesudas, KS Chithra",Gireesh Puthenchery,SP Venkitesh
1335,1336,Manassil Kudikollum ...,Yuvashakthi,1997,"KS Chithra, Biju Narayanan",Mankombu Gopalakrishnan,Sathu Kokila
1336,1337,Mariya Mariya ...,Yuvashakthi,1997,"KS Chithra, Biju Narayanan",Mankombu Gopalakrishnan,Sathu Kokila
1337,1338,Paruvamayee ...,Yuvashakthi,1997,"KS Chithra, Biju Narayanan",Mankombu Gopalakrishnan,Sathu Kokila
1338,1339,Varna Mukil ...,Ishtadaanam,1997,KS Chithra,Sreekumaran Thampi,Mohan Sithara
1339,1340,Ponnum Mederi ...,Ishtadaanam,1997,KS Chithra,Sreekumaran Thampi,Mohan Sithara
1340,1341,Aakaashangalil ...,Varnappakittu,1997,KS Chithra,Gireesh Puthenchery,Vidyasagar
1341,1342,Velli Nilaa ...,Varnappakittu,1997,"KS Chithra, MG Sreekumar",Gireesh Puthenchery,Vidyasagar
1342,1343,Doore Maamara Kombil ...,Varnappakittu,1997,KS Chithra,Gireesh Puthenchery,Vidyasagar
1343,1344,Anupama Sneha Chaithanyame ...,Varnappakittu,1997,"KS Chithra, Chorus",Jose Kallukulam,Vidyasagar
1344,1345,Onnum onnum randu ...,Siamese Irattakal,1997,"KS Chithra, Sainudeen, Raju",Bichu Thirumala,SP Venkitesh
1345,1346,Pirannoree mannum ...,Siamese Irattakal,1997,KS Chithra,Bichu Thirumala,SP Venkitesh
1346,1347,Akkuthikkuthaadaan ...,Kaliyoonjaal,1997,KS Chithra,Kaithapram,Ilayaraja
1347,1348,Panimathi ...,Hitler Brothers,1997,"KS Chithra, Biju Narayanan",Kaithapram,SP Venkitesh
1348,1349,Kannaadi Maalika ...,Hitler Brothers,1997,"KS Chithra, MG Sreekumar",Kaithapram,SP Venkitesh
1349,1350,Vellinilaavil Venchaamaram ...,Kudamaattam,1997,"KS Chithra, MG Sreekumar, Chorus",Kaithapram,Johnson
1350,1351,Thiruvaathiraraavupolum ...,Kudamaattam,1997,KS Chithra,Kaithapram,Johnson
1351,1352,Anivairakkallumaala ...,Kudamaattam,1997,"KJ Yesudas, KS Chithra",Kaithapram,Johnson
1352,1353,Neram Poy (Niranazhi Poovum) [F] ...,Kudamaattam,1997,KS Chithra,Kaithapram,Johnson
1353,1354,Neela meghame ...,Sankeerthanam Pole,1997,"KJ Yesudas, KS Chithra",ONV Kurup,Johnson
1354,1355,Nammal Varavaayi ...,Sankeerthanam Pole,1997,"KJ Yesudas, KS Chithra, Chorus",ONV Kurup,Johnson
1355,1356,Sa Pa Ma Pa ...,Chandralekha,1997,KS Chithra,Gireesh Puthenchery,Berny Ignatius
1356,1357,Appukutta [Onnaam Vattam] ...,Chandralekha,1997,"KS Chithra, MG Sreekumar",Gireesh Puthenchery,Berny Ignatius
1357,1358,Ammoommakkili Vaayaadi ...,Chandralekha,1997,KS Chithra,Gireesh Puthenchery,Berny Ignatius
1358,1359,Pakal Maayum Mukil Maanam ...,The Good Boys,1997,KS Chithra,Gireesh Puthenchery,Bappi Lahiri
1359,1360,Anthimukilpraavin ...,Guru Shishyan,1997,KS Chithra,Gireesh Puthenchery,Johnson
1360,1361,Ezhe ezhu ...,Maasmaram,1997,KS Chithra,ONV Kurup,SP Venkitesh
1361,1362,Viralthumpil [F] ...,Maasmaram,1997,KS Chithra,ONV Kurup,SP Venkitesh
1362,1363,Aaraaro Vijanathayil [F] ...,Maasmaram,1997,KS Chithra,ONV Kurup,SP Venkitesh
1363,1364,Chandana Shilayil ...,Kulam,1997,"KS Chithra, MG Radhakrishnan",V Madhusoodanan Nair,MG Radhakrishnan
1364,1365,Enthamme chundathu [F] ...,Kulam,1997,KS Chithra,V Madhusoodanan Nair,MG Radhakrishnan
1365,1366,Kaalathe Manju Kondu ...,The Ranger,1997,"KS Chithra, MG Sreekumar",Bharanikkavu Sivakumar,SP Venkitesh
1366,1367,Mukdhasankalppangal ...,Uthara Desham,1997,"KS Chithra, Sreenivas",PK Ravindran,Raveendran
1367,1368,Swarga saagarathil ...,Uthara Desham,1997,KS Chithra,PK Ravindran,Raveendran
1368,1369,Raakkilikal ...,Suvarna Simhaasanam,1997,KS Chithra,Kaithapram,Ouseppachan
1369,1370,Kannadi Maalikayil ...,Suvarna Simhaasanam,1997,"KS Chithra, MG Sreekumar",Kaithapram,Ouseppachan
1370,1371,Aniyathipraavinu (Pathos) ...,Aniyathipraavu,1997,KS Chithra,S Ramesan Nair,Ouseppachan
1371,1372,Aniyathipraavinu ...,Aniyathipraavu,1997,"KS Chithra, Chorus",S Ramesan Nair,Ouseppachan
1372,1373,Thengumee Veenayil ...,Aniyathipraavu,1997,"KJ Yesudas, KS Chithra",S Ramesan Nair,Ouseppachan
1373,1374,Manchaadi Chundathum ...,Arjunan Pillayum Anchu Makkalum,1997,"KS Chithra, Chorus",Bichu Thirumala,Mohan Sithara
1374,1375,Ellaarum Pokunjo [F] ...,Junior Mandrake,1997,KS Chithra,Ali Akbar,Dev Krishna
1375,1376,Ellaarum Pokunjo [D] ...,Junior Mandrake,1997,"KS Chithra, KG Markose",Ali Akbar,Dev Krishna
1376,1377,Marakkumo Nee Ente ...,Kaarunyam,1997,KS Chithra,Kaithapram,Kaithapram
1377,1378,Kamaladalam Moodum ...,The Car,1997,"KJ Yesudas, KS Chithra",S Ramesan Nair,Sanjeev Babu
1378,1379,Kalichirithan praayam ...,The Car,1997,"KJ Yesudas, KS Chithra",S Ramesan Nair,Sanjeev Babu
1379,1380,Kalichirithan Praayam [F] ...,The Car,1997,KS Chithra,S Ramesan Nair,Sanjeev Babu
1380,1381,Kamaladalam Moodum ...,The Car,1997,"KS Chithra, Biju Narayanan",S Ramesan Nair,Sanjeev Babu
1381,1382,Vaathil Thurakku [F] ...,Five Star Hospital,1997,KS Chithra,Yusufali Kecheri,Bombay Ravi
1382,1383,Maranno Nee Nilaavil [F] ...,Five Star Hospital,1997,KS Chithra,Yusufali Kecheri,Bombay Ravi
1383,1384,Aardramaay Chandrakalabham ...,Oraal Maathram,1997,KS Chithra,Kaithapram,Johnson
1384,1385,Kaarvarnane Kando Sakhi ...,Oraal Maathram,1997,KS Chithra,Kaithapram,Johnson
1385,1386,Mangalappaala ...,Oraal Maathram,1997,KS Chithra,Kaithapram,Johnson
1386,1387,Aalmaram [F] ...,Kadhaanaayakan,1997,KS Chithra,S Ramesan Nair,Mohan Sithara
1387,1388,Indraneelaraavu ...,Ithaa Oru Snehagaadha,1997,"KS Chithra, Biju Narayanan",Kaithapram,Johnson
1388,1389,Chillu vilakkumaayi [F] ...,Churam,1997,KS Chithra,Dr Rajeev,Johnson
1389,1390,Poonkanavin ...,Churam,1997,KS Chithra,Dr Rajeev,Johnson
1390,1391,Thaaraattin Cheru [F] ...,Churam,1997,KS Chithra,Dr Rajeev,Johnson
1391,1392,Vaavaavo vaavurangoo ...,Maanasam,1997,KS Chithra,Kaithapram,Johnson
1392,1393,Anjanakkannezhuthi (Ammaanakkaayalil) ...,Aattuvela,1997,"KS Chithra, S Janaki, MG Sreekumar, Chorus",Gireesh Puthenchery,Raveendran
1393,1394,Poonilaavo ...,Nee Varuvolam,1997,"KS Chithra, Biju Narayanan",Gireesh Puthenchery,Johnson
1394,1395,Thaane Poliyum [D] ...,Nee Varuvolam,1997,"KJ Yesudas, KS Chithra",Gireesh Puthenchery,Johnson
1395,1396,Thaane Poliyum Kaithiri Pole ...,Nee Varuvolam,1997,KS Chithra,Gireesh Puthenchery,Johnson
1396,1397,Peelichundil ...,Snehasindooram,1997,KS Chithra,Gireesh Puthenchery,Johnson
1397,1398,Kadalaadum ...,Aaraam Thampuraan,1997,"KS Chithra, MG Sreekumar",Gireesh Puthenchery,Raveendran
1398,1399,Paadi Thodiyiletho (D) ...,Aaraam Thampuraan,1997,"KJ Yesudas, KS Chithra",Gireesh Puthenchery,Raveendran
1399,1400,Paadi Thodiyiletho (F) ...,Aaraam Thampuraan,1997,KS Chithra,Gireesh Puthenchery,Raveendran
1400,1401,Ponkanimalaro Kanavo Kulirmaari ...,Bhoopathi,1997,KS Chithra,Gireesh Puthenchery,SP Venkitesh
1401,1402,Kathiroli Kunjuthinkal [F] ...,Bhoopathi,1997,KS Chithra,Gireesh Puthenchery,SP Venkitesh
1402,1403,Paasa mani ...,Vamsam (High Range),1997,"KJ Yesudas, KS Chithra",Bichu Thirumala,SP Venkitesh
1403,1404,Manjala Moodum ...,Vamsam (High Range),1997,KS Chithra,Bichu Thirumala,SP Venkitesh
1404,1405,Kathirolathumpi [D] ...,Maayapponmaan,1997,"KS Chithra, MG Sreekumar",S Ramesan Nair,Mohan Sithara
1405,1406,Ammaanam Chemmaanam ...,Maayapponmaan,1997,"KS Chithra, Biju Narayanan",S Ramesan Nair,Mohan Sithara
1406,1407,Ammaanam Chemmaanam ...,Maayapponmaan,1997,KS Chithra,S Ramesan Nair,Mohan Sithara
1407,1408,Kathirolathumpi ...,Maayapponmaan,1997,KS Chithra,S Ramesan Nair,Mohan Sithara
1408,1409,Kaakaa Kalli Kaakkotthi ...,Rishyasringan,1997,KS Chithra,S Ramesan Nair,Johnson
1409,1410,Kaarthika Deepam ...,Rishyasringan,1997,KS Chithra,S Ramesan Nair,Johnson
1410,1411,Ilamaavin ...,Ikkareyaanente Maanasam,1997,KS Chithra,Gireesh Puthenchery,SP Venkitesh
1411,1412,Veyilchayum [Theri Pyari Pyari] ...,Manichilanka,1997,"KS Chithra, MG Sreekumar",Gireesh Puthenchery,Wilson
1412,1413,Panineerppoykakal ...,Manichilanka,1997,"KS Chithra, MG Sreekumar",Gireesh Puthenchery,Wilson
1413,1414,Veyilchayum [F] ...,Manichilanka,1997,KS Chithra,Gireesh Puthenchery,Wilson
1414,1415,Devagaanam ...,Poomarathanalil,1997,KS Chithra,S Ramesan Nair,Raveendran
1415,1416,Kikkilukkam Kilukilukkam [F] ...,Shaanthipuram Thampuraan,1997,KS Chithra,"MD Rajendran, TV Puram Raju",Berny Ignatius
1416,1417,Aattil Aanachandam ...,Oru Panchathanthram Kadha,1997,"KS Chithra, Unni Menon",PC Aravindan,Raveendran
1417,1418,Chellam Chellam ...,Oru Panchathanthram Kadha,1997,"KS Chithra, Chorus, Sunil Viswachaithanya",Gireesh Puthenchery,Rajamani
1418,1419,Onam Vannu Malanaattil ...,Oru Panchathanthram Kadha,1997,KS Chithra,PC Aravindan,Raveendran
1419,1420,Thaliridum Poonchirakumaay ...,Oru Panchathanthram Kadha,1997,KS Chithra,Gireesh Puthenchery,Rajamani
1420,1421,Paraagamaay Pozhiyunnu ...,Vaachalam,1997,"KJ Yesudas, KS Chithra",Kaithapram,Johnson
1421,1422,Paraagamaay Pozhiyunnu ...,Vaachalam,1997,KS Chithra,Kaithapram,Johnson
1422,1423,Paalchundil ...,Bhaavaartham,1997,KS Chithra,Gireesh Puthenchery,SP Venkitesh
1423,1424,Minnaaram Kurunne ...,Bhaavaartham,1997,KS Chithra,Gireesh Puthenchery,SP Venkitesh
1424,1425,Ambili Machalilo ...,Bhaavaartham,1997,"KJ Yesudas, KS Chithra",Gireesh Puthenchery,SP Venkitesh
1425,1426,Doorathaara Deepame ...,Bhaavaartham,1997,KS Chithra,Gireesh Puthenchery,SP Venkitesh
1426,1427,Malar Mandahaasam ...,Adukkala Rahasyam Angaadippaattu,1997,KS Chithra,Bichu Thirumala,Wilson
1427,1428,Oru Swpanapedakam ...,Adukkala Rahasyam Angaadippaattu,1997,KS Chithra,Bichu Thirumala,Wilson
1428,1429,Kunjiyammakkanju Makkalaane ...,Adukkala Rahasyam Angaadippaattu,1997,"KS Chithra, Kester, Philomina",Bichu Thirumala,Wilson
1429,1430,Manju Malare ...,Swantham Makalkku Snehapoorvam,1997,"KS Chithra, Biju Narayanan",Gireesh Puthenchery,SP Venkitesh
1430,1431,Etho Paathayil [F] ...,Swantham Makalkku Snehapoorvam,1997,KS Chithra,Gireesh Puthenchery,SP Venkitesh
1431,1432,Thudikotti Chaanchaattam ...,Swantham Makalkku Snehapoorvam,1997,"KS Chithra, Mano",Gireesh Puthenchery,SP Venkitesh
1432,1433,Naam Padumbol ...,Swarnna Chaamaram,1997,KS Chithra,K Jayakumar,MM Keeravani
1433,1434,Oru Pokku Veyiletta [F] ...,Swarnna Chaamaram,1997,KS Chithra,K Jayakumar,MM Keeravani
1434,1435,Devi Ennum Neeyen ...,Sammaanam,1997,"KJ Yesudas, KS Chithra",Kaithapram,Johnson
1435,1436,Kulakkozhi ...,Saaphalyam,1997,KS Chithra,ONV Kurup,Raveendran
1436,1437,Shaaronin Paneerpoo [F] ...,Saaphalyam,1997,KS Chithra,ONV Kurup,Raveendran
1437,1438,Shaaronin Paneerpoo [D] ...,Saaphalyam,1997,"KJ Yesudas, KS Chithra",ONV Kurup,Raveendran
1438,1439,Vellivilakkeduthu ...,January 31,1997,KS Chithra,Bichu Thirumala,SP Venkitesh
1439,1440,Parannu Poya Mohamen ...,Desaadanappakshi,1997,KS Chithra,ONV Kurup,Sunny Stephen
1440,1441,Ormakalil [F] ...,Desaadanappakshi,1997,KS Chithra,ONV Kurup,Sunny Stephen
1441,1442,Chithravarna Pookkalathil ...,Desaadanappakshi,1997,KS Chithra,ONV Kurup,Sunny Stephen
1442,1443,Maanam Thinkal Therottunnu ...,Ezhunilappanthal,1997,KS Chithra,Chittoor Gopi,Nisari Ummer
1443,1444,Chenthaazhampoo ...,Ezhunilappanthal,1997,"KS Chithra, MG Sreekumar",Chittoor Gopi,Nisari Ummer
1444,1445,Ente Manassilum ...,Ente Priyathamanu,1997,"KJ Yesudas, KS Chithra",Dr Sadasivan,Albert Vijayan
1445,1446,Maargazhiyil Manju ...,Ente Priyathamanu,1997,"KJ Yesudas, KS Chithra",Dr Sadasivan,Albert Vijayan
1446,1447,Kaathil Kunukkittu ...,Ente Priyathamanu,1997,"KJ Yesudas, KS Chithra",Dr Sadasivan,Albert Vijayan
1447,1448,Maarile Mankudilil ...,Shobhanam,1997,KS Chithra,Gireesh Puthenchery,SP Venkitesh
1448,1449,Nakshathranagale Kaaval ...,Over To Delhi,1997,KS Chithra,MD Rajendran,MD Rajendran
1449,1450,Mayilaay Parannuvaa [D] ...,Mayilppeelikkaavu,1998,"KJ Yesudas, KS Chithra",S Ramesan Nair,Berny Ignatius
1450,1451,Anjukannanalla [Athalapithala] ...,Mayilppeelikkaavu,1998,KS Chithra,S Ramesan Nair,Berny Ignatius
1451,1452,Onnaanaam Kunninmel (F) ...,Mayilppeelikkaavu,1998,KS Chithra,S Ramesan Nair,Berny Ignatius
1452,1453,Onnaanaam Kunninmel (D) ...,Mayilppeelikkaavu,1998,"KJ Yesudas, KS Chithra",S Ramesan Nair,Berny Ignatius
1453,1454,Paathiraappoo Choodi ...,Mayilppeelikkaavu,1998,KS Chithra,S Ramesan Nair,Berny Ignatius
1454,1455,Iniyum paribhavam (f) ...,Kaikkudanna Nilaavu,1998,KS Chithra,Gireesh Puthenchery,Kaithapram
1455,1456,Kaaveri theerathe ...,Kaikkudanna Nilaavu,1998,KS Chithra,Gireesh Puthenchery,Kaithapram
1456,1457,Mangala deepavumaay ...,Kaikkudanna Nilaavu,1998,KS Chithra,Gireesh Puthenchery,Kaithapram
1457,1458,Iniyum paribhavam ...,Kaikkudanna Nilaavu,1998,"KJ Yesudas, KS Chithra",Gireesh Puthenchery,Kaithapram
1458,1459,Aadukal Meyyunna(F) ...,Ilavankodu Desham,1998,KS Chithra,ONV Kurup,Vidyasagar
1459,1460,Chembaka Malaroli ...,Ilavankodu Desham,1998,"KJ Yesudas, KS Chithra",ONV Kurup,Vidyasagar
1460,1461,Enguninnengu Ninnee ...,Ilavankodu Desham,1998,KS Chithra,ONV Kurup,Vidyasagar
1461,1462,Enguninnengu Ninnee ...,Ilavankodu Desham,1998,"KJ Yesudas, KS Chithra",ONV Kurup,Vidyasagar
1462,1463,Sreepaalkkadalil ...,Aayushmaan Bhava,1998,"KS Chithra, MG Sreekumar",Kaithapram,Johnson
1463,1464,Raadhaamaadhavamaayi ...,Aayushmaan Bhava,1998,KS Chithra,Kaithapram,Johnson
1464,1465,Dhanumaasa ...,Panchaloham,1998,KS Chithra,Gireesh Puthenchery,Raveendran
1465,1466,Enthe Mulle (F) ...,Panchaloham,1998,KS Chithra,Gireesh Puthenchery,Raveendran
1466,1467,Enthe Mulle (Duet) ...,Panchaloham,1998,"KJ Yesudas, KS Chithra",Gireesh Puthenchery,Raveendran
1467,1468,Hridayamuraliyude raagam ...,Manthrikkochamma,1998,KS Chithra,S Ramesan Nair,Mohan Sithara
1468,1469,Koodilla ...,Kalivaakku,1998,"KS Chithra, Chorus",K Jayakumar,Bombay Ravi
1469,1470,Paathirappoovinte ...,Kalivaakku,1998,KS Chithra,K Jayakumar,Bombay Ravi
1470,1471,Yadukula [F] ...,Kalivaakku,1998,KS Chithra,K Jayakumar,Bombay Ravi
1471,1472,Chirichente Manassile [D] ...,Anuraagakkottaaram,1998,"KJ Yesudas, KS Chithra",Kaithapram,Ilayaraja
1472,1473,Mohathin Mutheduthu ...,Anuraagakkottaaram,1998,"KS Chithra, Biju Narayanan",Kaithapram,Ilayaraja
1473,1474,Peelikkombathaadum ...,Manthrimaalikayil Manassammatham,1998,KS Chithra,Kaithapram,Berny Ignatius
1474,1475,Prapanjamunarum ...,Manthrimaalikayil Manassammatham,1998,KS Chithra,Kaithapram,Berny Ignatius
1475,1476,Swarna Dala Kodikal ...,Manjukaalavum Kazhinju,1998,KS Chithra,Gireesh Puthenchery,Johnson
1476,1477,Atham Pathinu Muttathethum ...,Manjukaalavum Kazhinju,1998,"KS Chithra, MG Sreekumar",Gireesh Puthenchery,Johnson
1477,1478,Poovaamkurunnila ...,Manjukaalavum Kazhinju,1998,KS Chithra,Gireesh Puthenchery,Johnson
1478,1479,Thinkalppoo Virinjuvo ...,Manthrikumaaran,1998,"KS Chithra, Biju Narayanan",Bharanikkavu Sivakumar,Mohan Sithara
1479,1480,Kilukile Vala Kilungave ...,Manthrikumaaran,1998,KS Chithra,Bharanikkavu Sivakumar,Mohan Sithara
1480,1481,Thinkalppoo Virinjuvo ...,Manthrikumaaran,1998,KS Chithra,Bharanikkavu Sivakumar,Mohan Sithara
1481,1482,Panineerppoykakal Mizhikal ...,Chenapparampile Aanakkaaryam,1998,"KS Chithra, MG Sreekumar","Gireesh Puthenchery, Rahim Poovattuparambu",Wilson
1482,1483,Choolamadichu Karangi Nadakkum ...,Summer in Bethlehem,1998,"KS Chithra, Chorus",Gireesh Puthenchery,Vidyasagar
1483,1484,Kunnimanikkoottil ...,Summer in Bethlehem,1998,"KS Chithra, MG Sreekumar",Gireesh Puthenchery,Vidyasagar
1484,1485,Oru Raathri Koodi ...,Summer in Bethlehem,1998,"KJ Yesudas, KS Chithra",Gireesh Puthenchery,Vidyasagar
1485,1486,Poonchillamel ...,Summer in Bethlehem,1998,KS Chithra,Gireesh Puthenchery,Vidyasagar
1486,1487,Oru Raathri Koodi (F) ...,Summer in Bethlehem,1998,KS Chithra,Gireesh Puthenchery,Vidyasagar
1487,1488,Kunkuma poo ...,Vismayam,1998,"KJ Yesudas, KS Chithra",S Ramesan Nair,Johnson
1488,1489,Ezhaam Nalu ...,Vismayam,1998,KS Chithra,S Ramesan Nair,Johnson
1489,1490,Dooreyoru thaaram ...,Meenathil Thaalikettu,1998,"KJ Yesudas, KS Chithra",Gireesh Puthenchery,Ouseppachan
1490,1491,Dooreyoru Thaaram [F] ...,Meenathil Thaalikettu,1998,KS Chithra,Gireesh Puthenchery,Ouseppachan
1491,1492,Paarvana Paalmazha ...,Ennu Swantham Janakikkutty,1998,KS Chithra,Kaithapram,Kaithapram
1492,1493,Chembakappoo Mottinullil ...,Ennu Swantham Janakikkutty,1998,KS Chithra,Kaithapram,Kaithapram
1493,1494,Thirayezhuthum Mannil [D2] ...,Meenakshikkalyaanam,1998,"KJ Yesudas, KS Chithra",S Ramesan Nair,Nadirsha
1494,1495,Unmaadam karaliloru unmaadam ...,Ormacheppu,1998,"KJ Yesudas, KS Chithra",Kaithapram,Johnson
1495,1496,Yaaminee Mandapangal (F) ...,Ormacheppu,1998,"KS Chithra, Sindhu Devi",Kaithapram,Johnson
1496,1497,Chellakkaattu ...,Nakshathrathaaraattu,1998,"KS Chithra, MG Sreekumar, Srividya, CO Anto",Gireesh Puthenchery,Mohan Sithara
1497,1498,Poo Maanam Poopanthal Orukkum [F] ...,Nakshathrathaaraattu,1998,KS Chithra,Gireesh Puthenchery,Mohan Sithara
1498,1499,Ponnaaryan Paadam ...,Rakthasaakshikal Sindaabaad,1998,KS Chithra,Gireesh Puthenchery,MG Radhakrishnan
1499,1500,Vaikaashi Thennalo ...,Rakthasaakshikal Sindaabaad,1998,"KS Chithra, MG Sreekumar",Gireesh Puthenchery,MG Radhakrishnan
1500,1501,Vaikaasithennalo ...,Rakthasaakshikal Sindaabaad,1998,KS Chithra,Gireesh Puthenchery,MG Radhakrishnan
1501,1502,Nammalu Koyyum ...,Rakthasaakshikal Sindaabaad,1998,"KS Chithra, MG Sreekumar, Chorus",ONV Kurup,MG Radhakrishnan
1502,1503,Melleyen kannile (d) ...,Kusrithikkuruppu,1998,"KJ Yesudas, KS Chithra",Gireesh Puthenchery,Johnson
1503,1504,Melleyen kannile [F] ...,Kusrithikkuruppu,1998,KS Chithra,Gireesh Puthenchery,Johnson
1504,1505,Mungaathe kittiya ...,Thirakalkkappuram,1998,"KJ Yesudas, KS Chithra",Yusufali Kecheri,Johnson
1505,1506,Mizhineerukondu theerthu daivam ...,Thirakalkkappuram,1998,KS Chithra,Yusufali Kecheri,Johnson
1506,1507,Karayude Maaril Thalodi ...,Thirakalkkappuram,1998,KS Chithra,Yusufali Kecheri,Johnson
1507,1508,Snehalolamaam Etho [F] ...,Daya,1998,KS Chithra,ONV Kurup,Vishal Bharadwaj
1508,1509,Shaaradendu Neythu ...,Daya,1998,KS Chithra,ONV Kurup,Vishal Bharadwaj
1509,1510,Ee Kaattinu (F) ...,Kaattathoru Penpoovu,1998,KS Chithra,Kaithapram,Kaithapram
1510,1511,Karunaamayane ...,Oru Maravathoor Kanavu,1998,KS Chithra,Gireesh Puthenchery,Vidyasagar
1511,1512,Kanninilaa penkodiye ...,Oru Maravathoor Kanavu,1998,"KS Chithra, Chorus",Gireesh Puthenchery,Vidyasagar
1512,1513,Mohamaay ...,Oru Maravathoor Kanavu,1998,"KS Chithra, Raveendran",Gireesh Puthenchery,Vidyasagar
1513,1514,Thinkalkkuri ...,Oru Maravathoor Kanavu,1998,KS Chithra,Gireesh Puthenchery,Raveendran
1514,1515,Kanninila [F] ...,Oru Maravathoor Kanavu,1998,"KS Chithra, Chorus",Gireesh Puthenchery,Vidyasagar
1515,1516,Thinkalkkuri Thottum [D] ...,Oru Maravathoor Kanavu,1998,"KS Chithra, V Devanand",Gireesh Puthenchery,Raveendran
1516,1517,Chillujannalinte arikil ...,Maattuppetti Machaan,1998,"KS Chithra, MG Sreekumar",Bichu Thirumala,Thankaraj
1517,1518,Kadukodachu ...,Maattuppetti Machaan,1998,"KS Chithra, MG Sreekumar",Bichu Thirumala,Thankaraj
1518,1519,Manassinte Maine ...,Achaammakkuttiyude Achaayan,1998,"KS Chithra, G Venugopal",Vayalar Sarathchandra Varma,Kalavoor Balan
1519,1520,Njan Kelkkunnu Nin Naadam ...,Achaammakkuttiyude Achaayan,1998,"KS Chithra, Kester",Vayalar Sarathchandra Varma,Kalavoor Balan
1520,1521,Njaan Kelkkunnu ...,Achaammakkuttiyude Achaayan,1998,KS Chithra,Vayalar Sarathchandra Varma,Kalavoor Balan
1521,1522,Ponnurukkum ...,Aaghosham,1998,KS Chithra,Gireesh Puthenchery,Samji Aaraattupuzha
1522,1523,Ponnurukkum ...,Aaghosham,1998,"KS Chithra, MG Sreekumar",Gireesh Puthenchery,Samji Aaraattupuzha
1523,1524,There Mere ...,Siddhaartha,1988,"KJ Yesudas, KS Chithra",Bichu Thirumala,Shyam
